State,District,N,OC,P,K,ACIDIC,NEUTRAL,BASIC
ARUNACHAL PRADESH,TIRAP,58.33,27.22,98.11,78.63,90.42,0.38,9.22
ARUNACHAL PRADESH,NAMSAI,27.94,24.5,88.98,44.26,87.11,0.58,12.33
ASSAM,DIMA HASAO,51.39,16.25,74.77,54.83,93.19,0.12,6.6899999999999995
BIHAR,JEHANABAD,30.2,25.66,22.58,36.64,27.57,2.33,70.10000000000001
BIHAR,LAKHISARAI,73.34,45.99,10.61,12.29,30.24,3.83,65.92
MAHARASHTRA,MUMBAI,16.83,11.81,19.11,8.18,71.44,4.0,24.57
BIHAR,SHEOHAR,81.72,35.07,12.38,52.43,23.86,0.21,75.92
JHARKHAND,DEOGHAR,86.25,66.06,42.66,61.67,23.86,0.21,75.92
MANIPUR,CHURACHANDPUR,66.67,19.54,72.41,100.0,79.3,0.0,20.69
MANIPUR,IMPHAL EAST,66.67,0.0,66.67,86.42,82.72,0.0,17.28
MANIPUR,IMPHAL WEST,55.56,0.0,55.56,95.47,94.24,0.0,5.76
MANIPUR,SENAPATI,42.13,13.81,74.85,43.79,76.65,0.12,23.220000000000002
PUDUCHERRY,MAHE,100.0,17.15,43.63,32.21,94.65,1.31,4.07
PUDUCHERRY,YANAM,95.82,24.8,13.7,18.62,0.0,100.0,0.0
UTTAR PRADESH,MUZAFFARNAGAR,99.76,85.86,91.29,81.24,0.95,0.12,98.93
UTTAR PRADESH,PILIBHIT,99.95,83.75,94.35,72.9,0.08,0.74,99.19
UTTAR PRADESH,PRATAPGARH,99.6,96.4,97.01,4.36,2.65,6.37,90.97
UTTAR PRADESH,RAE BARELI,99.71,88.98,87.17,11.76,3.2800000000000002,2.08,94.65
UTTAR PRADESH,RAMPUR,99.77,94.25,97.9,32.58,2.7199999999999998,8.25,89.03
UTTAR PRADESH,SAHARANPUR,99.94,94.07,98.49,49.35,0.98,0.02,99.0
UTTAR PRADESH,SAMBHAL,99.49,97.41,98.34,20.05,6.82,17.42,75.77
UTTAR PRADESH,SANT KABIR NAGAR,99.79,92.21,64.04,21.73,12.77,6.27,80.97
UTTAR PRADESH,SANT RAVIDAS NAGAR,98.78,95.21,94.67,8.22,0.7899999999999999,1.67,97.54
UTTAR PRADESH,SHAHJAHANPUR,99.77,94.22,96.36,26.8,13.260000000000002,7.93,78.82
UTTAR PRADESH,SHAMLI,100.0,92.36,98.99,20.61,1.6,0.81,97.6
UTTAR PRADESH,SHRAVASTI,21.25,95.28,97.85,10.99,24.919999999999998,4.59,70.5
UTTAR PRADESH,SIDDHARTH NAGAR,99.78,62.13,34.34,6.44,27.720000000000002,15.33,56.94
UTTAR PRADESH,SITAPUR,99.34,92.91,83.45,39.53,2.21,4.31,93.47999999999999
UTTAR PRADESH,SONBHADRA,41.9,86.84,97.41,0.62,13.879999999999999,1.84,84.28
UTTAR PRADESH,SULTANPUR,99.83,94.26,80.08,21.47,1.8699999999999999,1.66,96.47
UTTAR PRADESH,UNNAO,99.77,83.15,92.41,1.0,0.33,0.08,99.6
UTTAR PRADESH,VARANASI,99.82,84.18,78.56,8.6,0.59,1.0,98.42
TELANGANA,HYDERABAD,79.59,57.04,11.67,16.74,37.11,1.67,61.24
